vehicle_id,vehicle_type,frame,timestamp,datetime,confidence,bbox,crop_path,scene_path
34,motorcycle,1310,1781323492.862,2026-06-13 11:04:52,0.7533,"[900, 297, 983, 486]",,Luutru_Vipham\2026-06-13\Vuot_Den_Do\VehicleID_34_motorcycle_F01310_20260613_110452\VehicleID_34_motorcycle_F01310_20260613_110452_scene.jpg
